0.666666667,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.583333333,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.621212121,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.484848485,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0.636363636,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.651515152,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.045454545,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0.560606061,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.803030303,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.871212121,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
0.984848485,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.409090909,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.25,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0
0.507575758,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
0.522727273,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1
0.295454545,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.401515152,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.962121212,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.727272727,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.916666667,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0.53030303,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.931818182,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.318181818,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1
0.590909091,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.083333333,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
0.977272727,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.96969697,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
0.037878788,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.03030303,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0
0.71969697,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.553030303,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.196969697,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.363636364,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
0.787878788,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.772727273,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0
0.015151515,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.310606061,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
0.901515152,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1
0.568181818,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
0.356060606,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0
0.704545455,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.348484848,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0.386363636,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.659090909,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
0.439393939,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.242424242,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
0.545454545,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
0.416666667,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
0.78030303,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.053030303,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
0.75,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0
0.113636364,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
0.954545455,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.340909091,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.765151515,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
0.757575758,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
0.181818182,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0
0.939393939,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0
0.098484848,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
0.106060606,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.287878788,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
0.537878788,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.325757576,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
0.992424242,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
0.128787879,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
0.090909091,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
0.333333333,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
0.303030303,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
0.681818182,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
0.159090909,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0
0.068181818,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
